אזור תעשייה צפוני אשקלון,,0
באר גנים,,0
כפר עזה,"{'https://13tv.co.il/item/news/politics/security/alert-south-984499/?pid=523&cid=902631643', 'https://13tv.co.il/item/news/politics/security/pikude-instructions-934593/?pid=523&cid=902712667', 'https://13tv.co.il/item/news/politics/security/r9r7w-299487/?pid=523&cid=902684323', 'https://13tv.co.il/item/news/politics/security/gaza-attack-935413/?pid=523&cid=902712704', 'https://13tv.co.il/item/news/politics/security/south-alarm-1066683/?pid=523&cid=902645509', 'https://13tv.co.il/item/news/politics/security/gihad_commander-934534/?pid=523&cid=902712658', 'https://13tv.co.il/item/news/politics/security/egypt-gaza-tension-299689/?pid=523&cid=902684351', 'https://13tv.co.il/item/news/politics/security/gaza-red-964435/?pid=523&cid=902716960', 'https://13tv.co.il/item/news/politics/security/gaza-attack-935763/?pid=523&cid=902712740', 'https://13tv.co.il/item/news/politics/security/gaza-attack-935566/?pid=523&cid=902712716'}",10
סעד,"{'https://13tv.co.il/item/news/politics/security/alert-south-984499/?pid=523&cid=902631643', 'https://13tv.co.il/item/news/politics/security/gaza-attack-935047/?pid=523&cid=902712685', 'https://13tv.co.il/item/news/politics/security/anti-tank-rocket-moshe-feder-south-237562/?pid=523&cid=902676769', 'https://13tv.co.il/item/news/politics/security/south-alarm-1066683/?pid=523&cid=902645509'}",4
נחל עוז,"{'https://13tv.co.il/item/news/politics/security/alert-south-984499/?pid=523&cid=902631643', 'https://13tv.co.il/item/news/politics/security/rockets-towards-the-south-1252903/?pid=523&cid=902603066', 'https://13tv.co.il/item/news/politics/security/idf-rocket-984804/?pid=523&cid=902631689', 'https://13tv.co.il/item/news/politics/security/gaza-alarm-981952/?pid=523&cid=902631256', 'https://13tv.co.il/item/news/politics/security/r9r7w-299487/?pid=523&cid=902684323', 'https://13tv.co.il/item/news/politics/security/netivot-alarm-999709/?pid=523&cid=902633761', 'https://13tv.co.il/item/news/politics/security/gaza-attack-935413/?pid=523&cid=902712704', 'https://13tv.co.il/item/news/politics/security/egypt-gaza-tension-299689/?pid=523&cid=902684351', 'https://13tv.co.il/item/news/politics/security/south-rockets-997258/?pid=523&cid=902633423', 'https://13tv.co.il/item/news/politics/security/hamas-1117910/?pid=523&cid=902654647', 'https://13tv.co.il/item/news/politics/security/gaza-attack-935763/?pid=523&cid=902712740', 'https://13tv.co.il/item/news/politics/security/gaza-attack-1117854/?pid=523&cid=902654644', 'https://13tv.co.il/item/news/politics/security/gaza-attack-935566/?pid=523&cid=902712716', 'https://13tv.co.il/item/news/politics/security/red_alarm_sderot-291351/?pid=523&cid=902683265'}",14
רעים,"{'https://13tv.co.il/item/news/politics/security/gaza-protests-923750/?pid=523&cid=902711453', 'https://13tv.co.il/item/news/politics/security/cabinet-meeting-gaza-235418/?pid=523&cid=902676591', 'https://13tv.co.il/item/news/politics/security/haniya-3845/?pid=523&cid=902673485', 'https://13tv.co.il/item/news/politics/security/south-alarm-1036744/?pid=523&cid=902639665', 'https://13tv.co.il/item/news/politics/security/south-alert-340334/?pid=523&cid=902690111', 'https://13tv.co.il/item/news/politics/security/gantz-south-234973/?pid=523&cid=902676577', 'https://13tv.co.il/item/news/politics/security/s014d-235141/?pid=523&cid=902676580', 'https://13tv.co.il/item/news/politics/security/assf5-235252/?pid=523&cid=902676588', 'https://13tv.co.il/item/news/politics/security/gaza-strike-1036785/?pid=523&cid=902639671', 'https://13tv.co.il/item/news/politics/security/red-color-1025597/?pid=523&cid=902638159'}",10
כיסופים,"{'https://13tv.co.il/item/news/politics/security/eshkol-alert-894035/?pid=523&cid=902708560', 'https://13tv.co.il/item/news/politics/security/red-alert-1146390/?pid=523&cid=902660103', 'https://13tv.co.il/item/news/politics/security/benny-gantz-gaza-272720/?pid=523&cid=902680979', 'https://13tv.co.il/item/news/politics/security/red-alert-1145122/?pid=523&cid=902659831', 'https://13tv.co.il/item/news/politics/security/south-995180/?pid=523&cid=902633149', 'https://13tv.co.il/item/news/politics/security/ashkelon-south-rocket-236107/?pid=523&cid=902676643', 'https://13tv.co.il/item/news/politics/security/alarm-otef-gaza-4170/?pid=523&cid=902673532', 'https://13tv.co.il/item/news/politics/security/south-tension-1114164/?pid=523&cid=902653942', 'https://13tv.co.il/item/news/politics/security/south-1113806/?pid=523&cid=902653866'}",9
עין השלושה,,0
נירים,"{'https://13tv.co.il/item/news/politics/security/gaza-272529/?pid=523&cid=902680952', 'https://13tv.co.il/item/news/politics/security/rocket-sderot-ibim-273312/?pid=523&cid=902681045', 'https://13tv.co.il/item/news/politics/security/benny-gantz-gaza-272720/?pid=523&cid=902680979'}",3
מפלסים,"{'https://13tv.co.il/item/news/politics/security/thq2w-538577/?pid=523&cid=902698699', 'https://13tv.co.il/item/news/politics/security/pikude-instructions-934593/?pid=523&cid=902712667', 'https://13tv.co.il/item/news/politics/security/gaza-attack-935413/?pid=523&cid=902712704', 'https://13tv.co.il/item/news/politics/security/gihad_commander-934534/?pid=523&cid=902712658', 'https://13tv.co.il/item/news/politics/security/gaza-attack-935763/?pid=523&cid=902712740', 'https://13tv.co.il/item/news/politics/security/gaza-attack-935566/?pid=523&cid=902712716'}",6
ניר עם,"{'https://13tv.co.il/item/news/politics/security/idf-attack-gaza-1113931/?pid=523&cid=902653905', 'https://13tv.co.il/item/news/politics/security/strike_gaza-332472/?pid=523&cid=902689066', 'https://13tv.co.il/item/news/politics/security/thq2w-538577/?pid=523&cid=902698699', 'https://13tv.co.il/item/news/politics/security/south-tension-1114164/?pid=523&cid=902653942', 'https://13tv.co.il/item/news/politics/security/gaza-attack-935413/?pid=523&cid=902712704', 'https://13tv.co.il/item/news/politics/security/netta-barzilai-wedding-936669/?pid=523&cid=902712820', 'https://13tv.co.il/item/news/politics/security/hamas-spokeperson-332601/?pid=523&cid=902689090', 'https://13tv.co.il/item/news/politics/security/gaza-rocket-sderot-332320/?pid=523&cid=902689049', 'https://13tv.co.il/item/news/politics/security/gaza-alerts-332887/?pid=523&cid=902689134', 'https://13tv.co.il/item/news/politics/security/gaza-attack-935763/?pid=523&cid=902712740', 'https://13tv.co.il/item/news/politics/security/gaza-attack-935566/?pid=523&cid=902712716', 'https://13tv.co.il/item/news/politics/security/hamas-1113984/?pid=523&cid=902653911'}",12
מטווח ניר עם,,0
