אזור תעשייה צפוני אשקלון,"{'23.02.2020', '16.05.2021', '22.10.2020', '18.05.2021', '24.02.2020', '17.05.2021', '19.05.2021', '12.11.2019', '18.08.2020', '20.05.2021', '03.11.2021'}",11
באר גנים,"{'16.05.2021', '22.10.2020', '18.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '12.11.2019', '25.12.2019', '20.05.2021'}",10
כפר עזה,"{'16.05.2021', '19.12.2019', '13.07.2019', '18.06.2021', '18.05.2021', '21.05.2021', '26.05.2020', '17.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '15.01.2020', '05.07.2020', '20.10.2020', '20.05.2021'}",15
סעד,"{'23.02.2020', '16.05.2021', '18.05.2021', '21.05.2021', '26.05.2020', '17.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '12.11.2019', '15.01.2020', '20.10.2020', '20.05.2021'}",13
נחל עוז,"{'23.02.2020', '16.05.2021', '13.07.2019', '18.05.2021', '21.05.2021', '01.02.2020', '24.02.2020', '17.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '12.01.2020', '12.11.2019', '28.08.2020', '15.01.2020', '01.07.2019', '20.10.2020', '20.05.2021'}",18
רעים,"{'16.05.2021', '18.05.2021', '29.11.2019', '17.05.2021', '19.05.2021', '12.03.2020', '12.11.2019', '16.09.2020', '20.05.2021'}",9
כיסופים,"{'23.02.2020', '16.05.2021', '18.05.2021', '21.05.2021', '20.08.2020', '24.02.2020', '19.05.2021', '17.05.2021', '13.11.2019', '20.05.2021', '12.11.2019', '16.09.2020', '29.01.2020', '04.10.2019', '15.02.2020', '13.09.2021'}",16
עין השלושה,"{'16.05.2021', '18.05.2021', '21.05.2021', '24.02.2020', '17.05.2021', '19.05.2021', '13.11.2019', '20.05.2021', '12.11.2019', '16.09.2020', '13.09.2021'}",11
נירים,"{'16.05.2021', '18.05.2021', '21.05.2021', '24.02.2020', '17.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '13.06.2019', '16.09.2020', '20.05.2021'}",11
מפלסים,"{'23.02.2020', '17.08.2019', '18.10.2021', '11.09.2021', '16.05.2021', '18.05.2021', '24.02.2020', '17.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '12.11.2019', '20.05.2021', '16.09.2020', '05.07.2020', '19.09.2019', '07.12.2019'}",17
ניר עם,"{'23.02.2020', '18.10.2021', '16.05.2021', '12.09.2021', '13.11.2019', '02.08.2020', '12.11.2019', '01.11.2019', '19.09.2019', '17.08.2019', '17.05.2021', '19.05.2021', '09.02.2020', '05.07.2020', '07.12.2019', '20.05.2021', '11.09.2021', '24.02.2020', '14.11.2019', '21.08.2020', '31.01.2020', '16.09.2020', '30.01.2020', '25.08.2019', '16.08.2021', '18.05.2021', '16.08.2019'}",27
מטווח ניר עם,"{'23.02.2020', '16.05.2021', '12.09.2021', '13.11.2019', '01.11.2019', '12.11.2019', '26.06.2020', '23.01.2020', '19.09.2019', '17.08.2019', '17.05.2021', '19.05.2021', '05.07.2020', '20.05.2021', '07.12.2019', '11.09.2021', '24.02.2020', '14.11.2019', '21.08.2020', '16.09.2020', '16.08.2021', '18.05.2021'}",22
שדרות,"{'23.02.2020', '18.10.2021', '16.05.2021', '27.03.2020', '12.09.2021', '13.11.2019', '02.08.2020', '12.11.2019', '01.11.2019', '19.09.2019', '17.08.2019', '17.05.2021', '03.07.2019', '19.05.2021', '09.02.2020', '07.12.2019', '20.05.2021', '02.11.2019', '11.09.2021', '06.09.2019', '24.02.2020', '16.08.2020', '14.11.2019', '21.08.2020', '31.01.2020', '16.09.2020', '30.01.2020', '25.08.2019', '22.08.2020', '16.08.2021', '19.12.2019', '18.05.2021', '16.08.2019', '13.06.2019'}",34
איבים,"{'23.02.2020', '18.10.2021', '16.05.2021', '27.03.2020', '12.09.2021', '13.11.2019', '02.08.2020', '12.11.2019', '01.11.2019', '19.09.2019', '17.08.2019', '17.05.2021', '03.07.2019', '19.05.2021', '09.02.2020', '07.12.2019', '20.05.2021', '02.11.2019', '11.09.2021', '06.09.2019', '24.02.2020', '16.08.2020', '14.11.2019', '21.08.2020', '31.01.2020', '16.09.2020', '30.01.2020', '25.08.2019', '22.08.2020', '16.08.2021', '19.12.2019', '18.05.2021', '16.08.2019', '13.06.2019'}",34
גבים,"{'23.02.2020', '18.10.2021', '16.05.2021', '12.09.2021', '13.11.2019', '01.11.2019', '12.11.2019', '26.06.2020', '19.09.2019', '17.08.2019', '17.05.2021', '19.05.2021', '20.05.2021', '07.12.2019', '11.09.2021', '24.02.2020', '14.11.2019', '31.01.2020', '16.09.2020', '30.01.2020', '25.08.2019', '18.05.2021', '16.08.2019'}",23
מכללת ספיר,"{'23.02.2020', '18.10.2021', '16.05.2021', '12.09.2021', '13.11.2019', '01.11.2019', '12.11.2019', '26.06.2020', '19.09.2019', '17.08.2019', '17.05.2021', '19.05.2021', '20.05.2021', '07.12.2019', '11.09.2021', '24.02.2020', '14.11.2019', '31.01.2020', '16.09.2020', '30.01.2020', '25.08.2019', '18.05.2021', '16.08.2019'}",23
ניר משה,"{'16.09.2020', '13.11.2019'}",2
אשדוד - יא,"{'16.05.2021', '18.06.2019', '18.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '15.09.2020', '20.05.2021'}",9
מרינה,"{'16.05.2021', '18.06.2019', '18.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '15.09.2020', '20.05.2021'}",9
אשדוד - א,"{'16.05.2021', '10.09.2019', '18.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '15.09.2020', '20.05.2021'}",9
אשדוד - ח,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '12.11.2019', '15.09.2020', '20.05.2021'}",9
אשדוד - ג,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '15.09.2020', '20.05.2021'}",8
עלומים,"{'16.05.2021', '18.05.2021', '21.05.2021', '01.02.2020', '24.02.2020', '17.05.2021', '19.05.2021', '05.02.2020', '13.11.2019', '14.11.2019', '12.11.2019', '28.08.2020', '31.10.2019', '05.07.2020', '20.05.2021'}",15
ארז,"{'23.02.2020', '16.05.2021', '13.11.2019', '02.08.2020', '12.11.2019', '01.11.2019', '19.09.2019', '17.05.2021', '19.05.2021', '20.05.2021', '07.12.2019', '24.02.2020', '27.10.2019', '14.11.2019', '21.08.2020', '31.01.2020', '25.08.2019', '16.08.2021', '18.05.2021', '16.08.2019'}",20
מתת,{'07.08.2020'},1
סאסא,{'07.08.2020'},1
דוב''ב,{'07.08.2020'},1
צבעון,{'07.08.2020'},1
אבירים,{'07.08.2020'},1
אלקוש,{'07.08.2020'},1
צוריאל,{'07.08.2020'},1
פסוטה,{'07.08.2020'},1
נטועה,{'07.08.2020'},1
בית ספר שדה מירון,{'07.08.2020'},1
פקיעין,{'07.08.2020'},1
חורפיש,{'07.08.2020'},1
אור הנר,"{'06.09.2019', '27.03.2020', '19.05.2021', '16.08.2019', '02.08.2020', '12.11.2019', '01.11.2019', '31.01.2020', '25.08.2019', '07.12.2019'}",10
כפר מימון ותושיה,"{'16.05.2021', '18.05.2021', '24.02.2020', '17.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '12.11.2019', '05.07.2020', '20.05.2021'}",10
זמרת ושובה,"{'16.05.2021', '18.05.2021', '21.05.2021', '26.05.2020', '24.02.2020', '19.05.2021', '17.05.2021', '13.11.2019', '14.11.2019', '12.11.2019', '20.05.2021'}",11
שוקדה,"{'16.05.2021', '18.05.2021', '21.05.2021', '24.02.2020', '17.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '12.11.2019', '20.05.2021'}",10
בארי,"{'16.05.2021', '21.05.2021', '24.02.2020', '17.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '12.11.2019', '31.10.2019', '20.05.2021'}",10
ברוש,"{'18.05.2021', '24.02.2020', '17.05.2021', '12.11.2019', '20.05.2021'}",5
תאשור,"{'24.02.2020', '18.05.2021', '20.05.2021', '17.05.2021'}",4
תדהר,"{'24.02.2020', '12.11.2019', '20.05.2021', '17.05.2021'}",4
שיבולים,"{'24.02.2020', '12.11.2019', '16.05.2021', '17.05.2021'}",4
מעגלים גבעולים מלילות,"{'16.05.2021', '24.02.2020', '17.05.2021', '19.05.2021', '13.11.2019', '12.11.2019'}",6
שרשרת,"{'16.05.2021', '24.02.2020', '17.05.2021', '05.02.2020', '13.11.2019', '14.11.2019', '12.11.2019'}",7
נתיבות,"{'16.05.2021', '18.05.2021', '24.02.2020', '17.05.2021', '19.05.2021', '05.02.2020', '13.11.2019', '14.11.2019', '12.11.2019', '20.05.2021'}",10
בית הגדי,"{'16.05.2021', '24.02.2020', '17.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '12.11.2019', '20.05.2021'}",8
סופה,"{'23.02.2020', '16.05.2021', '18.05.2021', '21.05.2021', '24.02.2020', '17.05.2021', '19.05.2021', '12.07.2019', '13.11.2019', '12.11.2019', '31.01.2020', '20.05.2021'}",12
פרי גן,"{'16.05.2021', '18.05.2021', '21.05.2021', '24.02.2020', '17.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '20.05.2021'}",9
חולית,"{'16.05.2021', '18.05.2021', '21.05.2021', '24.02.2020', '17.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '20.05.2021'}",9
ניר יצחק,"{'23.02.2020', '16.05.2021', '18.05.2021', '24.02.2020', '17.05.2021', '19.05.2021', '12.07.2019', '13.11.2019', '12.11.2019', '31.01.2020', '20.05.2021'}",11
בת הדר,"{'23.02.2020', '16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '12.11.2019', '20.05.2021'}",7
בית שקמה,"{'23.02.2020', '16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '20.05.2021'}",8
גיאה,"{'23.02.2020', '16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '20.05.2021'}",8
הודיה,"{'23.02.2020', '16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '12.11.2019', '25.12.2019', '20.05.2021'}",8
משען,"{'23.02.2020', '16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '12.11.2019', '20.05.2021'}",7
יתד,"{'16.05.2021', '18.05.2021', '21.05.2021', '17.05.2021', '13.11.2019', '06.02.2020', '20.05.2021'}",7
ניר ישראל,"{'16.05.2021', '18.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '25.12.2019', '20.05.2021'}",7
ברכיה,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '12.11.2019', '25.12.2019'}",6
ניצנים,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '25.12.2019', '20.05.2021'}",8
אמונים,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '12.11.2019', '25.12.2019'}",8
שדה עוזיהו,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '12.11.2019', '25.12.2019', '20.05.2021'}",9
עזריקם,"{'16.05.2021', '18.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '25.12.2019'}",6
ברור חיל,"{'17.05.2021', '07.12.2019'}",2
עין קנייא,"{'19.11.2019', '06.08.2021'}",2
נווה אטי''ב,"{'19.11.2019', '06.08.2021'}",2
שאר ישוב,{'19.11.2019'},1
מג'דל שמס,{'19.11.2019'},1
נמרוד,{'19.11.2019'},1
כפר סאלד,{'19.11.2019'},1
מסעדה,{'19.11.2019'},1
שניר,"{'19.11.2019', '06.08.2021'}",2
דפנה,{'19.11.2019'},1
באר שבע - מזרח,"{'16.05.2021', '18.05.2021', '16.11.2019', '17.05.2021', '19.05.2021', '20.05.2021'}",6
באר שבע - מערב,"{'16.05.2021', '18.05.2021', '16.11.2019', '17.05.2021', '19.05.2021', '20.05.2021'}",6
עומר,"{'16.05.2021', '18.05.2021', '16.11.2019', '19.05.2021', '20.05.2021', '03.11.2021'}",6
באר שבע - צפון,"{'16.05.2021', '18.05.2021', '16.11.2019', '17.05.2021', '19.05.2021', '20.05.2021'}",6
לקיה והפזורה,"{'16.05.2021', '18.05.2021', '16.11.2019', '17.05.2021', '19.05.2021', '20.05.2021'}",6
באר שבע - דרום,"{'16.05.2021', '18.05.2021', '16.11.2019', '17.05.2021', '19.05.2021', '20.05.2021'}",6
שגב שלום והפזורה,"{'16.05.2021', '18.05.2021', '16.11.2019', '19.05.2021', '20.05.2021'}",5
יכיני,"{'17.05.2021', '13.11.2019', '14.11.2019', '12.11.2019', '20.05.2021'}",5
תקומה,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '12.11.2019', '20.05.2021'}",8
תקומה וחוות יזרעם,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '12.11.2019', '20.05.2021'}",8
שדה דוד,{'14.11.2019'},1
שחר,"{'18.05.2021', '14.11.2019'}",2
תלמים,{'14.11.2019'},1
מבטחים עמיעוז ישע,"{'16.05.2021', '18.05.2021', '21.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '12.11.2019', '20.05.2021'}",9
בית עזרא,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '12.11.2019', '20.05.2021'}",8
עזר,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '12.11.2019'}",7
גבעתי,"{'16.05.2021', '18.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '12.11.2019'}",6
כפר ורבורג,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '14.11.2019', '20.05.2021'}",6
משואות יצחק,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '14.11.2019', '20.05.2021'}",6
גן יבנה,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '12.11.2019', '20.05.2021'}",8
שפיר,"{'16.05.2021', '17.05.2021', '19.05.2021', '14.11.2019'}",4
מרכז שפירא,"{'16.05.2021', '17.05.2021', '19.05.2021', '14.11.2019'}",4
עין צורים,"{'16.05.2021', '17.05.2021', '19.05.2021', '14.11.2019'}",4
שתולים,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '12.11.2019', '20.05.2021'}",8
אזור תעשייה עד הלום,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '14.11.2019', '12.11.2019', '20.05.2021'}",8
עשרת,"{'16.05.2021', '19.05.2021', '18.05.2021', '13.11.2019'}",4
כפר מרדכי,"{'16.05.2021', '19.05.2021', '18.05.2021', '13.11.2019'}",4
משגב דב,"{'16.05.2021', '18.05.2021', '19.05.2021', '13.11.2019', '12.11.2019'}",5
בניה,"{'16.05.2021', '19.05.2021', '18.05.2021', '13.11.2019'}",4
מתחם בני דרום,"{'16.05.2021', '18.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '20.05.2021'}",6
גבעת וושינגטון,"{'16.05.2021', '19.05.2021', '18.05.2021', '13.11.2019'}",4
מישר,"{'12.11.2019', '16.05.2021', '18.05.2021', '13.11.2019'}",4
שדמה,"{'16.05.2021', '19.05.2021', '18.05.2021', '13.11.2019'}",4
קבוצת יבנה,"{'16.05.2021', '18.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '20.05.2021'}",6
בני דרום,"{'16.05.2021', '18.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '20.05.2021'}",6
כרם ביבנה,"{'16.05.2021', '18.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '20.05.2021'}",6
כנות,"{'12.11.2019', '16.05.2021', '18.05.2021', '13.11.2019'}",4
כפר אביב,"{'16.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '20.05.2021'}",5
ביצרון,"{'12.11.2019', '16.05.2021', '18.05.2021', '13.11.2019'}",4
גן הדרום,"{'16.05.2021', '18.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '20.05.2021'}",6
נווה מבטח,"{'12.11.2019', '16.05.2021', '18.05.2021', '13.11.2019'}",4
ניצן,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '20.05.2021'}",7
בן זכאי,"{'12.11.2019', '16.05.2021', '19.05.2021', '13.11.2019'}",4
מעון צופיה,"{'12.11.2019', '16.05.2021', '19.05.2021', '13.11.2019'}",4
בני עי''ש,"{'12.11.2019', '13.11.2019'}",2
גאליה,"{'16.05.2021', '19.05.2021', '13.11.2019'}",3
יבנה,"{'12.11.2019', '16.05.2021', '19.05.2021', '13.11.2019'}",4
קדרון,"{'12.11.2019', '16.05.2021', '13.11.2019'}",3
רחובות,"{'19.05.2021', '13.11.2019'}",2
בית אלעזרי,"{'12.11.2019', '16.05.2021', '13.11.2019'}",3
ניר גלים,"{'16.05.2021', '18.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '20.05.2021'}",6
כפר הנגיד,"{'12.11.2019', '16.05.2021', '19.05.2021', '13.11.2019'}",4
גן שלמה,"{'19.05.2021', '13.11.2019'}",2
אזור תעשייה כנות,"{'12.11.2019', '16.05.2021', '13.11.2019'}",3
פארק תעשייה ראם,"{'12.11.2019', '13.11.2019'}",2
גבעת ברנר,"{'16.05.2021', '13.11.2019'}",2
בית גמליאל,"{'16.05.2021', '19.05.2021', '13.11.2019'}",3
גדרה,"{'12.11.2019', '16.05.2021', '13.11.2019'}",3
תלמי יוסף,"{'16.05.2021', '18.05.2021', '21.05.2021', '17.05.2021', '13.11.2019'}",5
יבול,"{'16.05.2021', '18.05.2021', '21.05.2021', '17.05.2021', '13.11.2019', '10.09.2021', '20.05.2021'}",7
אבשלום,"{'16.05.2021', '18.05.2021', '17.05.2021', '13.11.2019', '10.09.2021', '20.05.2021'}",6
דקל,"{'16.05.2021', '18.05.2021', '17.05.2021', '13.11.2019', '20.05.2021'}",5
שדה אברהם,"{'16.05.2021', '18.05.2021', '21.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '20.05.2021'}",7
ניר עוז,"{'16.05.2021', '21.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '20.05.2021'}",6
שדה ניצן,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '20.05.2021'}",7
צוחר ואוהד,"{'16.05.2021', '18.05.2021', '21.05.2021', '17.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '20.05.2021'}",8
תלמי אליהו,"{'16.05.2021', '18.05.2021', '21.05.2021', '13.11.2019', '20.05.2021'}",5
ניר עקיבא,{'13.11.2019'},1
יד בנימין,"{'12.11.2019', '18.05.2021', '13.11.2019'}",3
רבדים,{'13.11.2019'},1
בית חלקיה,"{'12.11.2019', '18.05.2021', '13.11.2019'}",3
חפץ חיים,"{'12.11.2019', '13.11.2019'}",2
כרמי יוסף,"{'12.11.2019', '13.11.2019'}",2
משמר איילון,"{'12.11.2019', '13.11.2019'}",2
כפר בן נון,"{'12.11.2019', '13.11.2019'}",2
יסודות,{'13.11.2019'},1
חולדה,{'13.11.2019'},1
נצר חזני,"{'18.05.2021', '13.11.2019'}",2
משמר דוד,{'13.11.2019'},1
יושיביה,"{'17.05.2021', '19.05.2021', '13.11.2019', '12.11.2019', '20.05.2021'}",5
טל שחר,{'13.11.2019'},1
בקוע,{'13.11.2019'},1
צלפון,{'13.11.2019'},1
נחשון,{'13.11.2019'},1
כפר אוריה,{'13.11.2019'},1
גיזו,{'13.11.2019'},1
הראל,{'13.11.2019'},1
תעוז,{'13.11.2019'},1
לטרון,{'13.11.2019'},1
מבוא חורון,{'13.11.2019'},1
נווה שלום,{'13.11.2019'},1
תלמי ביל''ו,"{'12.11.2019', '17.05.2021', '19.05.2021'}",3
כפר סילבר,"{'16.05.2021', '18.05.2021', '17.05.2021', '19.05.2021', '12.11.2019'}",5
מודיעין - ישפרו סנטר,{'12.11.2019'},1
גזר,{'12.11.2019'},1
כפר שמואל,{'12.11.2019'},1
עזריה,{'12.11.2019'},1
בית עוזיאל,{'12.11.2019'},1
בית חשמונאי,{'12.11.2019'},1
מודיעין,{'12.11.2019'},1
דורות,"{'12.11.2019', '17.08.2019', '17.05.2021'}",3
חוות שיקמים,"{'17.08.2019', '17.05.2021', '19.05.2021', '12.11.2019', '20.05.2021'}",5
מבועים,{'12.11.2019'},1
קלחים,"{'12.11.2019', '17.05.2021'}",2
פעמי תש''ז,"{'12.11.2019', '17.05.2021'}",2
זרועה,"{'12.11.2019', '19.05.2021', '20.05.2021'}",3
אשבול,{'12.11.2019'},1
ראשון לציון - מערב,"{'12.11.2019', '16.05.2021', '03.11.2021'}",3
ראשון לציון - מזרח,"{'12.11.2019', '03.11.2021'}",2
בת-ים,"{'12.11.2019', '16.05.2021'}",2
חולון,"{'12.11.2019', '16.05.2021'}",2
תל אביב -יפו,"{'12.11.2019', '26.12.2018', '16.05.2021', '14.03.2019'}",4
חצב,{'12.11.2019'},1
אחווה,"{'12.11.2019', '16.05.2021', '19.05.2021'}",3
ינון,"{'12.11.2019', '16.05.2021', '19.05.2021'}",3
כפר הרי''ף וצומת ראם,"{'12.11.2019', '16.05.2021'}",2
גני טל,{'12.11.2019'},1
כפר אחים,"{'12.11.2019', '16.05.2021', '19.05.2021', '20.05.2021'}",4
בני ראם,{'12.11.2019'},1
תלמי יחיאל,"{'12.11.2019', '16.05.2021'}",2
מזכרת בתיה,"{'12.11.2019', '18.05.2021'}",2
גני יוחנן,{'12.11.2019'},1
קריית עקרון,"{'12.11.2019', '16.05.2021'}",2
תלמי יפה,"{'12.11.2019', '17.05.2021', '16.05.2021', '20.05.2021'}",4
גן שורק,"{'12.11.2019', '16.05.2021'}",2
פארק תעשיות פלמחים,"{'12.11.2019', '16.05.2021', '03.11.2021'}",3
חדרה - מערב,"{'31.07.2019', '03.11.2021'}",2
חדרה - נווה חיים,"{'31.07.2019', '03.11.2021'}",2
חדרה - מרכז,"{'31.07.2019', '03.11.2021'}",2
חדרה - מזרח,{'31.07.2019'},1
מעלה עירון,{'31.07.2019'},1
רגבים,{'31.07.2019'},1
אל עריאן,{'31.07.2019'},1
קציר,{'31.07.2019'},1
ערערה,{'31.07.2019'},1
עמיקם,{'31.07.2019'},1
כלא דמון,{'31.07.2019'},1
באקה אל גרבייה,{'31.07.2019'},1
מצפה אילן,{'31.07.2019'},1
אזור תעשייה ניר עציון,{'31.07.2019'},1
מאיר שפיה,{'31.07.2019'},1
עין שמר,{'31.07.2019'},1
עין אל-סהלה,{'31.07.2019'},1
שדה יצחק,{'31.07.2019'},1
נחשולים,{'31.07.2019'},1
מעיין צבי,{'31.07.2019'},1
ניר עציון,{'31.07.2019'},1
גבעת עדה,{'31.07.2019'},1
אלוני יצחק,{'31.07.2019'},1
שער מנשה,{'31.07.2019'},1
כפר פינס,{'31.07.2019'},1
עופר,{'31.07.2019'},1
גבע כרמל,{'31.07.2019'},1
רמת הנדיב,{'31.07.2019'},1
גן שמואל,{'31.07.2019'},1
מצר,{'31.07.2019'},1
ג'סר א-זרקא,{'31.07.2019'},1
גבעת וולפסון,{'31.07.2019'},1
גבעת חביבה,{'31.07.2019'},1
מאור,{'31.07.2019'},1
אזור תעשייה רגבים,{'31.07.2019'},1
פוריידיס,{'31.07.2019'},1
בת שלמה,{'31.07.2019'},1
מגל,{'31.07.2019'},1
עין איילה,{'31.07.2019'},1
עין עירון,{'31.07.2019'},1
החותרים,{'31.07.2019'},1
מעגן מיכאל,{'31.07.2019'},1
אום אל קוטוף,{'31.07.2019'},1
כרכור,{'31.07.2019'},1
עתלית,{'31.07.2019'},1
כרם מהר''ל,{'31.07.2019'},1
בית חנניה,{'31.07.2019'},1
מרכז ימי קיסריה,{'31.07.2019'},1
ברקאי,{'31.07.2019'},1
הבונים,{'31.07.2019'},1
להבות חביבה,{'31.07.2019'},1
בית ספר אורט בנימינה,{'31.07.2019'},1
דור,{'31.07.2019'},1
זכרון יעקב,{'31.07.2019'},1
אביאל,{'31.07.2019'},1
פרדס חנה,{'31.07.2019'},1
מייסר,{'31.07.2019'},1
עין הוד,{'31.07.2019'},1
גן השומרון,{'31.07.2019'},1
כפר גלים,{'31.07.2019'},1
יערות הכרמל,{'31.07.2019'},1
נווה ים,{'31.07.2019'},1
ברטעה,{'31.07.2019'},1
מגדים,{'31.07.2019'},1
אור עקיבא,{'31.07.2019'},1
עין כרמל,{'31.07.2019'},1
צרופה,{'31.07.2019'},1
משמרות,{'31.07.2019'},1
מענית,{'31.07.2019'},1
חריש,{'31.07.2019'},1
קיסריה,{'31.07.2019'},1
שדות ים,{'31.07.2019'},1
כפר הנוער ימין אורד,{'31.07.2019'},1
אום אל פחם,{'31.07.2019'},1
בית סוהר מגידו,{'31.07.2019'},1
אזור תעשייה קיסריה,{'31.07.2019'},1
בית אורן,{'31.07.2019'},1
כפר קרע,{'31.07.2019'},1
כפר גליקסון,{'31.07.2019'},1
בנימינה,{'31.07.2019'},1
מי עמי,{'31.07.2019'},1
